City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Limoux,FR,2022-02-01 21:15:19,42.9167,2.1667,51.71,70,100,13.58
296,Batticaloa,LK,2022-02-01 21:15:20,7.7102,81.6924,74.57,71,0,2.91
297,Taree,AU,2022-02-01 21:15:20,-31.9,152.4667,77.11,94,100,2.8
298,Provideniya,RU,2022-02-01 21:15:21,64.3833,-173.3,14.11,57,20,26.84
299,Reconquista,AR,2022-02-01 21:15:21,-29.15,-59.65,103.12,14,0,6.13
300,Avera,US,2022-02-01 21:12:15,33.194,-82.5271,64.74,48,0,10.27
301,Maceio,BR,2022-02-01 21:15:22,-9.6658,-35.7353,83.64,74,0,11.5
302,Mount Isa,AU,2022-02-01 21:15:23,-20.7333,139.5,80.37,89,40,8.05
303,Huanren,CN,2022-02-01 21:15:24,41.2647,125.3667,2.88,90,4,0.51
304,Bengkulu,ID,2022-02-01 21:15:24,-3.8004,102.2655,73.81,85,100,5.91
305,Lorengau,PG,2022-02-01 21:15:25,-2.0226,147.2712,78.57,80,100,3.51
306,Baijiantan,CN,2022-02-01 21:15:25,45.6333,85.1833,8.46,92,100,0.81
307,Harindanga,IN,2022-02-01 21:15:26,22.0383,88.3214,62.58,77,3,5.12
308,Portland,US,2022-02-01 21:12:10,45.5234,-122.6762,46.78,87,75,1.01
309,Hasaki,JP,2022-02-01 21:15:27,35.7333,140.8333,32.4,45,0,23.17
310,Redlands,US,2022-02-01 21:15:27,34.0556,-117.1825,63.34,58,40,3.44
311,Lata,PT,2022-02-01 21:15:28,40.1629,-8.3327,56.07,74,0,4.21
312,Pokrovka,KG,2022-02-01 21:15:29,42.3414,78.0056,17.24,63,2,10.69
313,Zhigansk,RU,2022-02-01 21:15:29,66.7697,123.3711,-28.26,99,88,9.17
314,Acapulco,MX,2022-02-01 21:15:30,16.8634,-99.8901,84.02,65,20,9.22
315,Ingham,US,2022-02-01 21:15:30,42.6,-84.3833,47.82,57,100,9.22
316,Cervo,ES,2022-02-01 21:15:31,43.6702,-7.4101,51.96,82,2,10.83
317,Jati,PK,2022-02-01 21:15:32,24.3539,68.2671,69.46,67,1,8.7
318,Dingle,PH,2022-02-01 21:15:33,10.9995,122.6711,73.27,94,81,7.67
319,Tuatapere,NZ,2022-02-01 21:15:33,-46.1333,167.6833,72.82,77,97,7.45
320,Yamada,JP,2022-02-01 21:15:34,39.4667,141.95,28.2,72,26,4.07
321,Guerrero Negro,MX,2022-02-01 21:15:34,27.9769,-114.0611,64.42,57,100,12.44
322,Quzhou,CN,2022-02-01 21:16:35,28.9594,118.8686,36.77,97,100,7.99
323,Sobolevo,RU,2022-02-01 21:16:00,54.4299,31.8996,16.83,96,100,8.88
324,San Andres,CO,2022-02-01 21:14:14,12.5847,-81.7006,82.42,69,20,9.22
325,Havelock,US,2022-02-01 21:16:37,34.8791,-76.9013,55.38,55,0,8.01
326,Vao,NC,2022-02-01 21:14:30,-22.6667,167.4833,77.76,82,29,15.26
327,Zarichne,UA,2022-02-01 21:16:38,51.8126,26.129,24.01,88,100,9.08
328,Okhotsk,RU,2022-02-01 21:16:39,59.3833,143.3,-1.68,77,7,16.53
329,Salamanca,ES,2022-02-01 21:16:41,40.8333,-6.0,41.0,78,0,14.23
330,Odweyne,SO,2022-02-01 21:16:42,9.4092,45.064,65.66,66,100,10.85
331,Tautira,PF,2022-02-01 21:16:43,-17.7333,-149.15,86.02,77,25,20.8
332,Aromashevo,RU,2022-02-01 21:16:43,56.8602,68.6375,8.19,95,28,7.87
333,Dunedin,NZ,2022-02-01 21:16:44,-45.8742,170.5036,68.81,83,100,8.99
334,Sao Miguel,BR,2022-02-01 21:16:16,-5.4667,-35.3667,83.17,74,25,12.8
335,San Cristobal,VE,2022-02-01 21:11:48,7.7669,-72.225,77.18,31,95,6.08
336,Puerto Cabezas,NI,2022-02-01 21:16:46,14.0351,-83.3888,82.36,83,75,4.61
337,Sharjah,AE,2022-02-01 21:16:47,25.3573,55.4033,71.26,80,0,3.44
338,Necochea,AR,2022-02-01 21:16:47,-38.5473,-58.7368,75.04,49,7,11.23
339,Harper,LR,2022-02-01 21:16:48,4.375,-7.7169,79.45,79,49,6.22
340,Saint-Joseph,RE,2022-02-01 21:16:48,-21.3667,55.6167,80.96,91,88,21.7
341,Saravan,AM,2022-02-01 21:16:49,39.7196,45.6483,21.85,79,17,6.64
342,Margate,GB,2022-02-01 21:16:50,51.3813,1.3862,52.03,74,98,5.01
343,Makaryev,RU,2022-02-01 21:16:51,57.8797,43.8069,25.3,95,100,9.31
344,Turukhansk,RU,2022-02-01 21:16:51,65.8167,87.9833,7.95,94,100,8.61
345,Bredasdorp,ZA,2022-02-01 21:16:52,-34.5322,20.0403,74.8,78,4,2.3
346,Namatanai,PG,2022-02-01 21:16:53,-3.6667,152.4333,78.64,84,100,5.28
347,Rio Gallegos,AR,2022-02-01 21:16:53,-51.6226,-69.2181,57.25,35,75,35.68
348,Gombong,ID,2022-02-01 21:16:54,-7.6072,109.5142,77.11,90,88,3.31
349,Lalmohan,BD,2022-02-01 21:16:55,22.3384,90.7419,66.74,80,12,5.66
350,Corinto,GR,2022-02-01 21:16:55,37.9407,22.9573,55.2,74,100,1.99
351,Ryotsu,JP,2022-02-01 21:16:56,38.0833,138.4333,35.78,66,78,22.64
352,Fairbanks,US,2022-02-01 21:16:56,64.8378,-147.7164,-4.4,74,20,0.0
353,Seoul,KR,2022-02-01 21:16:40,37.5683,126.9778,26.11,86,40,3.44
354,Ugoofaaru,MV,2022-02-01 21:13:14,5.6667,73.0,82.13,77,5,15.93
355,Bishopton,GB,2022-02-01 21:16:58,55.9097,-4.5056,48.18,81,75,9.22
356,Andapa,MG,2022-02-01 21:16:59,-14.65,49.65,68.09,93,100,3.31
357,Ulladulla,AU,2022-02-01 21:17:00,-35.35,150.4667,67.77,89,100,11.83
358,Aklavik,CA,2022-02-01 21:17:00,68.2191,-135.0107,-8.57,77,75,2.3
359,Griffith,US,2022-02-01 21:17:01,41.5284,-87.4237,45.21,80,100,1.99
360,Itaituba,BR,2022-02-01 21:17:02,-4.2761,-55.9836,89.76,62,20,5.75
361,Yatou,CN,2022-02-01 21:17:03,37.15,122.3833,23.97,67,42,5.61
362,Antalaha,MG,2022-02-01 21:17:03,-14.9003,50.2788,74.73,85,98,6.85
363,Puerto Escondido,MX,2022-02-01 21:17:04,15.85,-97.0667,86.83,66,0,13.8
364,Ankazoabo,MG,2022-02-01 21:17:05,-22.2833,44.5167,74.79,59,0,6.13
365,Nalut,LY,2022-02-01 21:17:05,30.3333,10.85,47.14,44,1,11.77
366,Buraydah,SA,2022-02-01 21:18:06,26.326,43.975,48.65,38,0,8.28
367,Lakes Entrance,AU,2022-02-01 21:18:07,-37.8811,147.981,61.16,68,20,14.18
368,Lom,BG,2022-02-01 21:18:07,43.8139,23.2361,35.58,80,100,7.96
369,Davila,PH,2022-02-01 21:18:08,18.4726,120.5763,69.78,80,14,12.15
370,Emba,KZ,2022-02-01 21:18:09,48.8264,58.1442,19.08,85,100,6.51
371,Banda Aceh,ID,2022-02-01 21:18:09,5.5577,95.3222,77.47,79,26,3.51
372,Novyy Urengoy,RU,2022-02-01 21:18:10,66.0833,76.6333,-15.75,100,100,4.05
373,Fortuna,US,2022-02-01 21:18:10,40.5982,-124.1573,53.19,57,0,3.0
374,Santa Rosalia,MX,2022-02-01 21:15:59,27.3167,-112.2833,70.61,30,40,5.12
375,Nkayi,CG,2022-02-01 21:18:11,-4.1841,13.2884,75.04,91,98,2.15
376,Udachnyy,RU,2022-02-01 21:18:12,66.4167,112.4,-36.22,100,60,2.24
377,Sept-Iles,CA,2022-02-01 21:18:13,50.2001,-66.3821,6.06,55,75,0.0
378,Tulagi,SB,2022-02-01 21:18:14,-9.0996,160.1476,82.87,71,90,3.78
379,Esmeraldas,BR,2022-02-01 21:18:15,-19.7625,-44.3139,79.84,89,97,3.38
380,Concarneau,FR,2022-02-01 21:18:16,47.875,-3.9225,50.05,84,100,11.81
381,Arraial Do Cabo,BR,2022-02-01 21:18:16,-22.9661,-42.0278,78.76,89,75,6.91
382,Bathsheba,BB,2022-02-01 21:18:17,13.2167,-59.5167,81.21,69,40,16.11
383,Hovd,MN,2022-02-01 21:18:17,48.0056,91.6419,-5.89,92,100,0.22
384,Ixtapa,MX,2022-02-01 21:18:18,20.7,-105.2,78.03,53,0,11.5
385,Westerland,DE,2022-02-01 21:18:19,54.9079,8.3033,43.02,81,20,27.63
386,Hoopstad,ZA,2022-02-01 21:18:19,-27.8327,25.9083,73.0,53,70,0.31
387,Kodiak,US,2022-02-01 21:16:16,57.79,-152.4072,38.71,100,100,9.22
388,Benghazi,LY,2022-02-01 21:18:20,32.1167,20.0667,57.54,67,89,25.1
389,Morondava,MG,2022-02-01 21:18:21,-20.2833,44.2833,82.06,79,56,6.64
390,Ocos,GT,2022-02-01 21:18:21,14.5094,-92.1933,87.98,56,1,11.18
391,Kajaani,FI,2022-02-01 21:18:22,64.2273,27.7285,15.85,86,100,4.61
392,Ouadda,CF,2022-02-01 21:18:23,8.0777,22.4007,68.81,26,43,4.32
393,Jardim,BR,2022-02-01 21:18:23,-21.4803,-56.1381,83.19,56,58,7.85
394,Patan,NP,2022-02-01 21:18:24,27.6667,85.3333,41.38,93,20,3.44
395,Harwich,GB,2022-02-01 21:18:24,51.9419,1.2844,52.0,70,66,13.0
396,Mincivan,AZ,2022-02-01 21:18:25,39.0294,46.7185,41.31,54,3,10.02
397,Namwala,ZM,2022-02-01 21:18:26,-15.7504,26.4384,65.95,95,61,2.64
398,Grindavik,IS,2022-02-01 21:18:27,63.8424,-22.4338,34.27,80,40,11.5
399,Nyimba,ZM,2022-02-01 21:18:27,-14.5566,30.8149,67.82,98,27,4.38
400,Atherton,GB,2022-02-01 21:18:28,53.5237,-2.4935,51.1,85,96,5.99
401,Taitung,TW,2022-02-01 21:18:29,22.7583,121.1444,66.45,82,81,5.88
402,Botou,CN,2022-02-01 21:18:29,38.0667,116.5667,23.7,40,0,3.31
403,Semey,KZ,2022-02-01 21:18:30,50.4111,80.2275,-3.33,87,14,6.69
404,Guna,IN,2022-02-01 21:18:31,24.65,77.3167,60.24,62,0,5.03
405,Keti Bandar,PK,2022-02-01 21:18:32,24.1447,67.4497,71.31,73,0,8.93
406,Ulaangom,MN,2022-02-01 21:18:32,49.9811,92.0667,-22.23,92,97,2.37
407,Port Hueneme,US,2022-02-01 21:18:33,34.1478,-119.1951,69.46,62,20,11.5
408,Lafia,NG,2022-02-01 21:18:33,8.4833,8.5167,80.56,14,0,2.98
409,Klaksvik,FO,2022-02-01 21:18:34,62.2266,-6.589,32.92,88,100,7.16
410,Surgut,RU,2022-02-01 21:14:21,61.25,73.4167,-11.02,76,0,0.0
411,Alyangula,AU,2022-02-01 21:19:35,-13.8483,136.4192,81.34,77,100,14.03
412,Mason City,US,2022-02-01 21:19:36,43.1536,-93.201,21.29,71,0,28.77
413,Faanui,PF,2022-02-01 21:19:36,-16.4833,-151.75,80.53,76,9,19.35
414,Panaba,MX,2022-02-01 21:19:37,21.2833,-88.2667,84.54,42,43,12.97
415,San Felipe,VE,2022-02-01 21:19:38,10.3399,-68.7425,82.89,57,98,9.84
416,Boa Vista,BR,2022-02-01 21:19:38,2.8197,-60.6733,89.58,45,40,16.11
417,Solnechnyy,RU,2022-02-01 21:19:39,50.7214,136.6319,-2.69,99,100,1.61
418,Gizo,SB,2022-02-01 21:19:39,-8.103,156.8419,82.92,77,98,7.92
419,Bourail,NC,2022-02-01 21:19:40,-21.5667,165.4833,78.85,77,30,5.7
420,Vestmanna,FO,2022-02-01 21:19:40,62.1564,-7.1664,31.12,80,75,0.0
421,Batagay,RU,2022-02-01 21:19:41,67.6333,134.6333,-20.15,99,100,0.94
422,Chalus,IR,2022-02-01 21:19:41,36.655,51.4204,45.86,53,0,0.0
423,Ostrovnoy,RU,2022-02-01 21:19:42,68.0531,39.5131,17.56,92,100,7.38
424,Moerai,PF,2022-02-01 21:19:43,-22.4333,-151.3333,80.24,74,47,17.92
425,Mattru,SL,2022-02-01 21:19:43,7.6244,-11.8332,76.26,87,74,4.9
426,Ibra,OM,2022-02-01 21:19:44,22.6906,58.5334,69.44,22,7,1.86
427,Vrangel,RU,2022-02-01 21:19:45,42.7297,133.0839,15.4,66,0,14.18
428,Pueblo,US,2022-02-01 21:19:45,38.2545,-104.6091,43.74,39,0,10.36
429,Lakatoro,VU,2022-02-01 21:19:46,-16.0999,167.4164,81.97,80,80,7.27
430,Brae,GB,2022-02-01 21:19:46,60.3964,-1.353,37.31,64,100,26.42
431,Panzhihua,CN,2022-02-01 21:19:47,26.5851,101.7128,43.84,78,0,3.53
432,Krasnogvardeyskiy,RU,2022-02-01 21:19:47,57.3793,62.3195,20.84,90,100,10.94
433,Tarko-Sale,RU,2022-02-01 21:19:48,64.9225,77.785,-14.08,100,99,6.17
434,Garowe,SO,2022-02-01 21:19:49,8.4054,48.4845,72.16,69,100,12.12
435,Wattrelos,FR,2022-02-01 21:19:49,50.7012,3.2181,49.98,85,75,13.8
436,Toba,JP,2022-02-01 21:19:50,34.4833,136.85,41.0,71,24,7.0
437,Mezhdurechensk,RU,2022-02-01 21:19:50,53.6942,88.0603,-0.99,99,77,2.55
438,Livingston,GB,2022-02-01 21:19:51,55.9029,-3.5226,46.67,75,0,13.8
439,Sindor,RU,2022-02-01 21:19:52,62.8629,51.8905,18.43,95,100,7.16
440,Petropavlovsk-Kamchatskiy,RU,2022-02-01 21:19:52,53.0452,158.6483,28.99,100,100,26.84
441,Beringovskiy,RU,2022-02-01 21:19:53,63.05,179.3167,-0.49,83,99,14.34
442,Samarai,PG,2022-02-01 21:19:53,-10.6167,150.6667,80.87,79,99,12.24
443,Chiang Klang,TH,2022-02-01 21:19:54,19.2938,100.8617,64.74,93,42,1.19
444,Buala,SB,2022-02-01 21:17:51,-8.145,159.5921,82.17,82,100,6.98
445,Sorong,ID,2022-02-01 21:19:55,-0.8833,131.25,79.2,77,100,5.17
446,Banepa,NP,2022-02-01 21:19:55,27.6298,85.5214,39.52,93,20,3.44
447,Bayanday,RU,2022-02-01 21:19:56,53.0661,105.5139,-13.2,100,96,0.98
448,Lagoa,PT,2022-02-01 21:19:57,39.05,-27.9833,58.44,75,59,17.4
449,Shenjiamen,CN,2022-02-01 21:19:57,29.9576,122.298,43.43,75,100,15.08
450,Nanuque,BR,2022-02-01 21:19:58,-17.8392,-40.3539,82.85,72,100,5.84
451,Nova Vicosa,BR,2022-02-01 21:19:58,-17.8919,-39.3719,81.14,79,65,10.47
452,Nkowakowa,ZA,2022-02-01 21:19:59,-23.8878,30.2871,68.05,77,0,3.33
453,Sembakung,ID,2022-02-01 21:20:01,3.8167,117.25,76.93,99,88,1.61
454,Doka,SD,2022-02-01 21:20:02,13.5167,35.7667,73.69,42,0,8.55
455,Olafsvik,IS,2022-02-01 21:20:02,64.8945,-23.7142,33.33,81,100,5.75
456,Hearst,CA,2022-02-01 21:20:03,49.6835,-83.6665,32.25,88,100,15.01
457,Dombarovskiy,RU,2022-02-01 21:20:04,50.7587,59.5386,18.03,86,100,14.27
458,Angoche,MZ,2022-02-01 21:20:05,-16.2325,39.9086,77.11,85,0,4.47
459,Binzhou,CN,2022-02-01 21:21:05,37.3667,118.0167,23.14,39,69,2.75
460,Khovu-Aksy,RU,2022-02-01 21:21:06,51.1333,93.6,-13.76,88,55,2.62
461,Kieta,PG,2022-02-01 21:20:23,-6.2167,155.6333,80.96,84,100,6.26
462,Dongzhen,CN,2022-02-01 21:21:07,22.3797,110.9389,53.58,93,100,4.41
463,Tiarei,PF,2022-02-01 21:21:08,-17.5333,-149.3333,86.02,77,12,21.81
464,Khuzdar,PK,2022-02-01 21:21:08,27.7384,66.6434,57.15,30,0,5.84
465,Plouzane,FR,2022-02-01 21:21:09,48.3833,-4.6167,48.52,100,100,6.91
466,Japura,ID,2022-02-01 21:21:09,-0.3167,102.35,71.71,99,100,2.95
467,Tambura,SS,2022-02-01 21:21:10,5.6,27.4667,74.01,23,13,4.7
468,Grand-Santi,GF,2022-02-01 21:21:11,4.25,-54.3833,76.21,96,77,3.67
469,Oktyabrskiy,RU,2022-02-01 21:21:11,54.4815,53.471,29.26,94,100,11.74
470,Yacuiba,BO,2022-02-01 21:21:12,-22.038,-63.6797,84.38,41,95,6.02
471,Lishui,CN,2022-02-01 21:21:12,28.4604,119.9103,38.48,98,100,2.53
472,Chapais,CA,2022-02-01 21:21:13,49.7834,-74.8492,17.38,80,100,17.83
473,Parichhatgarh,IN,2022-02-01 21:21:14,28.9833,77.9333,50.23,85,0,7.23
474,Hirtshals,DK,2022-02-01 21:21:14,57.5881,9.9592,38.86,82,61,15.75
475,Torbay,CA,2022-02-01 21:16:16,47.6666,-52.7314,25.57,59,20,17.27
476,Matara,LK,2022-02-01 21:21:15,5.9485,80.5353,71.15,87,3,9.24
477,Luderitz,NA,2022-02-01 21:21:16,-26.6481,15.1594,64.96,88,43,4.97
478,Pisco,PE,2022-02-01 21:21:17,-13.7,-76.2167,77.05,61,0,21.85
479,Ponta Delgada,PT,2022-02-01 21:21:17,37.7333,-25.6667,58.5,77,20,8.05
480,Pravdinsk,RU,2022-02-01 21:21:18,54.4429,21.0179,31.84,97,100,11.18
481,Benalla,AU,2022-02-01 21:21:19,-36.55,145.9833,60.85,57,0,12.44
482,Middelburg,ZA,2022-02-01 21:21:19,-25.7751,29.4648,63.03,58,11,4.03
483,Rocha,UY,2022-02-01 21:21:20,-34.4833,-54.3333,72.12,54,0,8.97
484,Yerbogachen,RU,2022-02-01 21:21:21,61.2767,108.0108,-30.08,100,50,1.95
485,Ballitoville,ZA,2022-02-01 21:21:21,-29.539,31.2144,78.17,88,40,9.22
486,Det Udom,TH,2022-02-01 21:21:22,14.906,105.0784,79.25,65,69,3.94
487,Souillac,MU,2022-02-01 21:21:22,-20.5167,57.5167,79.36,100,75,18.41
488,Sur,OM,2022-02-01 21:21:23,22.5667,59.5289,72.45,67,5,1.61
489,Bang Saphan,TH,2022-02-01 21:21:24,11.2126,99.5117,72.95,93,49,3.06
490,Sao Jeronimo,BR,2022-02-01 21:20:36,-29.9592,-51.7222,87.51,51,0,10.63
491,Emmett,US,2022-02-01 21:21:25,43.8735,-116.4993,37.0,62,23,3.96
492,Balabac,PH,2022-02-01 21:21:25,7.9868,117.0645,80.47,81,44,16.04
493,Wakkanai,JP,2022-02-01 21:21:26,45.4094,141.6739,26.6,72,100,15.82
494,Howard Springs,AU,2022-02-01 21:21:27,-12.497,131.047,75.11,99,81,8.52
495,Kimbe,PG,2022-02-01 21:21:27,-5.5502,150.1429,75.43,96,100,1.54
496,Mendi,PG,2022-02-01 21:21:28,-6.1761,143.6513,54.86,96,100,1.72
497,Komsomolskiy,UZ,2022-02-01 21:21:29,40.4272,71.7189,29.62,74,100,6.91
498,Costuleni,RO,2022-02-01 21:21:29,47.0333,27.85,33.94,72,100,0.78
499,Utica,US,2022-02-01 21:18:33,43.1009,-75.2327,36.09,52,79,1.99
500,Trogir,HR,2022-02-01 21:21:30,43.5125,16.2517,42.89,42,0,10.36
501,Trairi,BR,2022-02-01 21:17:30,-3.2778,-39.2689,80.42,77,100,12.59
502,Quelimane,MZ,2022-02-01 21:21:31,-17.8786,36.8883,80.55,83,0,2.3
503,Mahibadhoo,MV,2022-02-01 21:21:15,3.7833,72.9667,82.11,77,78,15.46
504,Corbelia,BR,2022-02-01 21:21:32,-24.7989,-53.3067,85.35,53,62,1.97
505,Nyurba,RU,2022-02-01 21:21:33,63.2842,118.3319,-35.36,100,97,2.66
506,Cuamba,MZ,2022-02-01 21:21:33,-14.8031,36.5372,68.81,94,5,1.16
507,Bafra,TR,2022-02-01 21:22:34,41.5678,35.9069,51.31,76,100,7.38
508,Padang,ID,2022-02-01 21:22:35,-0.9492,100.3543,75.96,87,100,3.42
509,Jiayuguan,CN,2022-02-01 21:22:35,39.8167,98.3,18.55,34,35,4.41
510,Oranjemund,NA,2022-02-01 21:22:36,-28.55,16.4333,66.42,86,72,4.63
511,Zhezkazgan,KZ,2022-02-01 21:22:36,47.8043,67.7144,5.67,95,56,7.99
512,Kolhapur,IN,2022-02-01 21:22:37,16.7,74.2167,66.78,47,6,2.48
513,Gorin,RU,2022-02-01 21:22:38,51.1983,136.6669,-4.2,99,100,2.44
514,Kenai,US,2022-02-01 21:22:39,60.5544,-151.2583,21.02,90,100,25.32
515,Mabaruma,GY,2022-02-01 21:22:39,8.2,-59.7833,80.64,72,18,6.15
516,Martapura,ID,2022-02-01 21:22:40,-3.4167,114.85,75.29,94,100,3.44
517,Redcar,GB,2022-02-01 21:22:40,54.6166,-1.06,50.32,64,100,5.01
518,Lashio,MM,2022-02-01 21:22:41,22.9333,97.75,44.37,75,0,1.92
519,Mocuba,MZ,2022-02-01 21:22:42,-16.8392,36.9856,71.44,95,0,1.81
520,Kununurra,AU,2022-02-01 21:22:42,-15.7667,128.7333,78.78,89,75,10.36
521,Nouadhibou,MR,2022-02-01 21:22:43,20.931,-17.0347,71.58,53,91,12.66
522,Muros,ES,2022-02-01 21:22:44,42.7762,-9.0603,54.09,68,0,10.27
523,Turiacu,BR,2022-02-01 21:22:45,-1.6633,-45.3717,78.67,83,90,6.62
524,Tombouctou,ML,2022-02-01 21:22:46,20.0,-3.0,71.31,16,63,11.97
525,Yambio,SS,2022-02-01 21:22:46,4.5721,28.3955,75.22,26,69,4.34
526,Mundo Nuevo,MX,2022-02-01 21:22:47,18.7,-95.5,74.64,85,83,6.15
527,Ustyuzhna,RU,2022-02-01 21:22:48,58.8394,36.4321,15.85,98,100,3.42
528,Saint Pete Beach,US,2022-02-01 21:22:48,27.7253,-82.7412,74.21,47,16,1.01
529,Laguna,US,2022-02-01 21:22:49,38.421,-121.4238,62.44,29,0,11.01
530,Bonthe,SL,2022-02-01 21:22:49,7.5264,-12.505,78.84,85,66,10.11
531,Hermosillo,MX,2022-02-01 21:18:01,29.0667,-110.9667,72.68,25,100,1.01
532,Umm Kaddadah,SD,2022-02-01 21:22:51,13.6017,26.6876,59.41,21,58,10.85
533,Luba,GQ,2022-02-01 21:18:10,3.4568,8.5547,81.01,73,14,6.6
534,Tremedal,BR,2022-02-01 21:22:52,-14.9758,-41.4108,76.51,79,99,3.13
535,Russell,US,2022-02-01 21:22:52,32.3502,-85.1999,67.15,29,0,10.36
536,Los Alamos,US,2022-02-01 21:22:53,35.8881,-106.307,44.13,32,100,5.99
537,Belgrade,RS,2022-02-01 21:21:38,44.804,20.4651,33.46,87,0,1.01
538,Kailua,US,2022-02-01 21:22:54,21.4022,-157.7394,80.58,67,75,9.22
539,San Carlos De Bariloche,AR,2022-02-01 21:22:55,-41.1456,-71.3082,76.44,37,0,26.46
540,Brawley,US,2022-02-01 21:22:56,32.9787,-115.5303,73.49,23,0,4.61
541,Harihar,IN,2022-02-01 21:22:57,14.5167,75.8,69.39,38,2,4.12
542,Hofn,IS,2022-02-01 21:21:46,64.2539,-15.2082,23.63,61,16,5.7
543,Ruteng,ID,2022-02-01 21:22:58,-8.6136,120.4721,62.29,90,22,1.99
544,Vila Velha,BR,2022-02-01 21:22:20,-20.3297,-40.2925,82.35,82,20,10.36
545,Merauke,ID,2022-02-01 21:22:58,-8.4667,140.3333,75.13,90,100,10.22
546,Albertville,US,2022-02-01 21:22:59,34.2676,-86.2089,64.26,32,0,3.0
547,Aktash,RU,2022-02-01 21:23:00,50.3,87.7333,-15.16,95,78,3.83
